Ruas Jalan Tol,Gerbang Masuk,Gerbang Keluar,Golongan Kendaraan,Tarif Tol
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Bakauheni Selatan,Golongan III,"27,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Bakauheni Selatan,Golongan IV,"36,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Bakauheni Selatan,Golongan V,"36,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Bakauheni Selatan,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Bakauheni Utara,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Bakauheni Utara,Golongan II,"22,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Bakauheni Utara,Golongan III,"22,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Bakauheni Utara,Golongan IV,"22,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Bakauheni Utara,Golongan V,"29,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Bakauheni Utara,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Kalianda,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Kalianda,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Kalianda,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Kalianda,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Kalianda,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Kalianda,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Sidomulyo,Golongan I,"9,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Sidomulyo,Golongan II,"14,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Sidomulyo,Golongan III,"14,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Sidomulyo,Golongan IV,"18,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Sidomulyo,Golongan V,"18,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Sidomulyo,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Lematang,Golongan I,"37,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Lematang,Golongan II,"56,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Lematang,Golongan III,"56,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Lematang,Golongan IV,"75,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Lematang,Golongan V,"75,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Lematang,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Kotabaru,Golongan I,"41,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Kotabaru,Golongan II,"61,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Kotabaru,Golongan III,"61,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Kotabaru,Golongan IV,"82,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Kotabaru,Golongan V,"82,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Kotabaru,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Natar,Golongan I,"55,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Natar,Golongan II,"83,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Natar,Golongan III,"83,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Natar,Golongan IV,"110,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Natar,Golongan V,"110,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Natar,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Tegineneng Timur,Golongan I,"65,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Tegineneng Timur,Golongan II,"97,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Tegineneng Timur,Golongan III,"97,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Tegineneng Timur,Golongan IV,"130,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Tegineneng Timur,Golongan V,"130,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Tegineneng Timur,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Tegineneng Barat,Golongan I,"65,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Tegineneng Barat,Golongan II,"97,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Tegineneng Barat,Golongan III,"97,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Tegineneng Barat,Golongan IV,"130,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Tegineneng Barat,Golongan V,"130,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Tegineneng Barat,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Gunung Sugih,Golongan I,"82,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Gunung Sugih,Golongan II,"124,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Gunung Sugih,Golongan III,"124,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Gunung Sugih,Golongan IV,"165,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Gunung Sugih,Golongan V,"165,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Gunung Sugih,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Terbanggi Besar,Golongan I,"90,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Terbanggi Besar,Golongan II,"135,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Terbanggi Besar,Golongan III,"135,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Terbanggi Besar,Golongan IV,"181,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Terbanggi Besar,Golongan V,"181,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Terbanggi Besar,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Pelabuhan Bakauheni,Golongan I,"22,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Pelabuhan Bakauheni,Golongan II,"33,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Pelabuhan Bakauheni,Golongan III,"33,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Pelabuhan Bakauheni,Golongan IV,"43,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Pelabuhan Bakauheni,Golongan V,"43,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,Pelabuhan Bakauheni,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Lambu Kibang,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Lambu Kibang,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Lambu Kibang,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Lambu Kibang,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Lambu Kibang,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Lambu Kibang,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Way Kenanga,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Way Kenanga,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Way Kenanga,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Way Kenanga,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Way Kenanga,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Way Kenanga,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Simpang Pematang,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Simpang Pematang,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Simpang Pematang,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Simpang Pematang,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Simpang Pematang,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Simpang Pematang,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Kayu Agung,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Kayu Agung,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Kayu Agung,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Kayu Agung,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Kayu Agung,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Kayu Agung,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Gunung Batin,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Gunung Batin,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Gunung Batin,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Gunung Batin,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Gunung Batin,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Kalianda,SS Gunung Batin,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Bakauheni Selatan,Golongan I,"27,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Bakauheni Selatan,Golongan II,"41,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Bakauheni Selatan,Golongan III,"41,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Bakauheni Selatan,Golongan IV,"55,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Bakauheni Selatan,Golongan V,"55,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Bakauheni Selatan,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Bakauheni Utara,Golongan I,"24,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Bakauheni Utara,Golongan II,"36,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Bakauheni Utara,Golongan III,"36,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Bakauheni Utara,Golongan IV,"48,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Bakauheni Utara,Golongan V,"48,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Bakauheni Utara,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Kalianda,Golongan I,"9,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Kalianda,Golongan II,"14,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Kalianda,Golongan III,"14,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Kalianda,Golongan IV,"18,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Kalianda,Golongan V,"18,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Kalianda,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Sidomulyo,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Sidomulyo,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Sidomulyo,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Sidomulyo,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Sidomulyo,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Sidomulyo,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Lematang,Golongan I,"28,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Lematang,Golongan II,"42,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Lematang,Golongan III,"42,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Lematang,Golongan IV,"57,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Lematang,Golongan V,"57,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Lematang,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Kotabaru,Golongan I,"32,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Kotabaru,Golongan II,"47,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Kotabaru,Golongan III,"47,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Kotabaru,Golongan IV,"63,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Kotabaru,Golongan V,"63,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Kotabaru,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Natar,Golongan I,"46,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Natar,Golongan II,"69,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Natar,Golongan III,"69,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Natar,Golongan IV,"92,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Natar,Golongan V,"92,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Natar,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Tegineneng Timur,Golongan I,"56,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Tegineneng Timur,Golongan II,"83,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Tegineneng Timur,Golongan III,"83,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Tegineneng Timur,Golongan IV,"111,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Tegineneng Timur,Golongan V,"111,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Tegineneng Timur,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Tegineneng Barat,Golongan I,"56,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Tegineneng Barat,Golongan II,"83,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Tegineneng Barat,Golongan III,"83,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Tegineneng Barat,Golongan IV,"111,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Tegineneng Barat,Golongan V,"111,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Tegineneng Barat,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Gunung Sugih,Golongan I,"73,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Gunung Sugih,Golongan II,"110,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Gunung Sugih,Golongan III,"110,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Gunung Sugih,Golongan IV,"146,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Gunung Sugih,Golongan V,"146,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Gunung Sugih,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Terbanggi Besar,Golongan I,"81,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Terbanggi Besar,Golongan II,"122,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Terbanggi Besar,Golongan III,"122,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Terbanggi Besar,Golongan IV,"162,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Terbanggi Besar,Golongan V,"162,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Terbanggi Besar,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Pelabuhan Bakauheni,Golongan I,"31,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Pelabuhan Bakauheni,Golongan II,"46,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Pelabuhan Bakauheni,Golongan III,"46,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Pelabuhan Bakauheni,Golongan IV,"62,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Pelabuhan Bakauheni,Golongan V,"62,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,Pelabuhan Bakauheni,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Lambu Kibang,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Lambu Kibang,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Lambu Kibang,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Lambu Kibang,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Lambu Kibang,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Lambu Kibang,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Way Kenanga,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Way Kenanga,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Way Kenanga,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Way Kenanga,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Way Kenanga,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Way Kenanga,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Simpang Pematang,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Simpang Pematang,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Simpang Pematang,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Simpang Pematang,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Simpang Pematang,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Simpang Pematang,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Kayu Agung,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Kayu Agung,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Kayu Agung,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Kayu Agung,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Kayu Agung,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Kayu Agung,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Gunung Batin,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Gunung Batin,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Gunung Batin,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Gunung Batin,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Gunung Batin,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Sidomulyo,SS Gunung Batin,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Bakauheni Selatan,Golongan I,"56,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Bakauheni Selatan,Golongan II,"84,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Bakauheni Selatan,Golongan III,"84,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Bakauheni Selatan,Golongan IV,"112,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Bakauheni Selatan,Golongan V,"112,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Bakauheni Selatan,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Bakauheni Utara,Golongan I,"52,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Bakauheni Utara,Golongan II,"78,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Bakauheni Utara,Golongan III,"78,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Bakauheni Utara,Golongan IV,"105,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Bakauheni Utara,Golongan V,"105,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Bakauheni Utara,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Kalianda,Golongan I,"37,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Kalianda,Golongan II,"56,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Kalianda,Golongan III,"56,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Kalianda,Golongan IV,"75,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Kalianda,Golongan V,"75,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Kalianda,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Sidomulyo,Golongan I,"28,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Sidomulyo,Golongan II,"42,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Sidomulyo,Golongan III,"42,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Sidomulyo,Golongan IV,"57,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Sidomulyo,Golongan V,"57,000.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Sidomulyo,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Lematang,Golongan I,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Lematang,Golongan II,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Lematang,Golongan III,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Lematang,Golongan IV,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Lematang,Golongan V,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Lematang,Golongan VI,TARIF TIDAK DITEMUKAN
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Kotabaru,Golongan I,"3,500.00"
Bakauheni - Terbanggi Besar - Kayu Agung,Lematang,Kotabaru,Golongan II,"5,000.00"
